id,Label,clean_tweet_v2
1111,1,रे तु धुळ्याचा आहेस मग तुझ्या घरी मराठी बोलतात नेहमी शुद्ध मराठीत बोला व्यंग
1112,-1,आपण हस्ताक्षरात पत्र पाठवलं असता बरं झालं असतं
1113,-1,आजघडीला वर सारखे बेस्ट चॅनल नाहीत्यात गोड बोलुन खोलात वाजवत असतो फुल सह
1114,-1,अरे व्यंग कळत नसेल अवघड कोण मनोज सांग त्याला आमच्यावर लक्ष ठेवण्यापेक्षा स्वतःच्या कामात लक्ष ठेव फायदा होईल जरा
1115,-1,व्यंग साठी इतर खुप उदाहरणं असतील ना दादा क्रुपया व्यंग साठी गर्भवतीमहिलांचे उदाहरण देऊ नका दादा तुम्ही ट्विट डिलीट करावा विनम्र विनंती अाहे
1116,-1,मंडळ आभारी म्हणायचे व्यंग
1117,-1,परेड चे लोक शरजिल इमाम च्या समर्थनार्थ घोषणाबाजी करत अरेयेड्यानो देश इस्लामिक स्टेट करू इच्छित जिथे तुमच्या सारख्या लोकांना वाळीत टाकलं जातं शरिया ला तुम्ही मान्य नाहीकरा अजून घोषणाबाजी खोदा स्वतःची कबर
1118,1,केंद्रात भाजपा आल्यापासून क्रिकेट टीम जास्तच फॉर्म मध्ये आलीय
1119,-1,खाली व्यंग टाकलं बरं केलत
1120,-1,विषय तुम्ही बोलताय इतका व्यक्ती प्रेम एखादा कसा करतो समजण्या पलीकडचे व्यंग वाटत
1121,-1,इथे आक्षेप सदाभाऊला व्यंग कळलेच
1122,-1,मुळात राजीव खांडेकर बालीश मनुष्य साधा प्रश्न विचारताना १०० वेळा अआउ करत बसतो राहुल खिचडी नामक पत्रकार एवढा व्यंग स्वर लावतात ऐकणाराला भोवळ उलटी एकदमच येते प्रसन्नला वाटते तोच धोरण ठरवतो एककल्ली क
1123,-1,कांचीपुरम तामिळनाडूचे दिवंगत नेते रामस्वामी पेरियार यांच्या पुतळ्याची समाजकंटकांनी कांचीपुरम विटंबना
1124,-1,कधीपण व्यंग मला माहित तुला तिर कुठ मारायचा
1125,-1,याला हिंग्लिश मंदी व्यंग म्हनत्यात
1126,-1,तीळ गुळ घ्या आणी व्यंग बोला
1127,-1,मोदी कर्मयोगी देशात शिवाजीसंभाजीलक्ष्मीबाई नाव ठेवण्यावर बंदी करावी लवकर हिंदूंचा ऱ्हास होईल
1128,-1,व्यंग हेच लोक पवार साहेबांना जाणता राजा म्हणतात
1129,-1,क चित्रपट तयार झाल्यावर माझ्या ट्विटर हॅण्डल सकट मला क्रेडिट द्यायला विसरू नये नाहीतर दावा ठोकेन
1130,-1,हरामी डेडबोडी
1131,-1,हो सल्ल्यासाठी धन्यवाद तुम्ही भाजपाच्या मित्रांना देखील विचारू शकता कि माझी टाईम लाईन कशी
1132,-1,त्याला व्यंग म्हणत नाहीतमतभेद असू शकतात कीतुला माझं पटलंच पाहिजे असं नाते मधून काढलस
1133,-1,व्यंग समजत त्यात करू शकत
1134,-1,तू तुझं बघ शिपूर्डे हेच विद्यार्थी पोलिसांना दगड घालत तेव्हा कुठं गेलती तुझी व्यंग माकडे
1135,-1,ठाकरे नावाशिवाय तुम्ही अधुरे फडनवीस आहात तुमचं पान हलू शकत ह्या नावाशिवाय ठाकरे जन्माला यायला पन लागते टीका औकात बघून करावी मानसाने व्यंग
1136,-1,वरचं ट्विट व्यंग अर्थात उपहासात्मक तेवढं किमान समजून घ्यायला पाहिजे आम्ही अर्थ लावायचा घेतला आंदोलन करणाऱ्यांचा पूर्व इतिहास बघता वेगळं सांगायला नको
1137,-1,भाऊ आहेहलकेच घे
1138,-1,यात महिलांचा अनादर अजूनही तुम्हाला व्यंग समजत नसेल
1139,-1,ताई व्यंग व्यंग समजलं ठीक सोडून द्यायचं ट्विटर वर कोणीही उठून सांगितलं अमुक अमुक नंबर वर कॉल करा होईल करायचाच असं ना तुम्ही कॉल
1140,-1,उपकारच मॅडमचे काल सावित्रीमाई च्या जयंतीदिनी पोस्ट केलं
1141,1,थंडीत सकाळी सकाळी नळातून एवढं थंड पाणी येतं कळत पाणी सोडलंय
1142,-1,शेंगोळ्या
1143,-1,शेंगोळे खावेच लागणार
1144,-1,चुकीचे काहीच नाहीजिथे विरोधी पक्षात बसावं लागलं असतं तिथे मंत्रिपद येता येता राहिलेसगळीकडे अशीच अवस्था
1145,-1,काहीपण होऊ द्या आम्ही पुणेकर सोडणार
1146,-1,मित्रा मीपण आंबेडकरी आपण बाबासाहेबांची कॉपीराइट विकत घेतल्या सारखं बोलणं थांबवलं पाहिजे उपहासात्मक विनोद थोडी विनोद बुद्धी वाढवायची गरज असं मला वाटतंय व्यंग
1147,-1,ह्या ट्विटला तूच रिऍक्ट केलास वरून व्यंग समजण्याची क्षमता तुझी दिसून लावतोय बरनोल काळजी नसावी
1148,-1,वाटतयं भाऊ तू पन त्याच मधला पोरगा म्हणूनच थांबयला बोलतोय
1149,-1,जणू मराठीचा ठेकाच घेतलायबरंट्विटमधला व्यंग कळेल वाचता येईल एवढीही बौद्धीक क्षमता मंदसैनिकांची नाहीमराठीचा अभिमान सर्वांनाच आहेपण आम्ही पक्षविशेषप्रमाणे भाषेचा बाजार मांडून ‘धंदा’ करत नाहीजा मॅमची मराठीतली पुस्तकं वाचा
1150,-1,निवडणूक निकाल लागला
1151,-1,सहमत दादा व्यंग ने बोललो कदम परिचारक दिसले त्यांना
1152,-1,पैसा सुखी समाधानी असल्याचं मिडीयम झालंय तुमच्या मनात किती जागा यापेक्षा तुमच्या लॉकर मध्ये किती जागा महत्वाचं
1153,-1,तुम्हां सर्वांच्या व्यंग वाचून भाबड्या राजु ला पर्यायच राहत ब्लॉक शिवाय
1154,-1,बॉलीवुड मधील फक्त दुसर्या फळीतील कलाकार विरोध करत पहिल्या फळीतील कलाकार फक्त चुकून केल म्हणुन माफी मागत
1155,-1,अरे भावा मला तुझ्या ट्विट्स मधलं व्यंग कळालं पहिल्यांदा
1156,1,जसे पुणेरी लोक वेगळ्या मूड मध्ये कधीही असू शकतात तशीच अवस्था पुणे लोकलची सुद्धा झालिये अक्षरशः भलं मोठं सामान २ क्लास मध्ये माणसं सामान कक्षेमध्ये
1157,1,ह्यांच्या स्वतःकडे विंडोज वापरायचं लायसन्स नाहीये आम्हाला लायसन्स नसणे हेल्मेट नसणे ह्याचे दंड मारतायत ह्याला म्हणतात लोका सांगे ब्रम्हज्ञान स्वतः कोरडे पाषाण
1158,-1,भाजपवाले एवढे भयानक व्यंग ला समजुन करतात वाईट असली मोदी है मुमकिन है
1159,-1,आजच फॉलो करा हलके यांना इंग्लिशमध्ये शशी थरूरला टफ देणाऱ्या पाटलांचे व्यंग वाले ट्विट तुम्हाला नक्कीच आवडतील आजच्या भंड कवितांच्या काळात निखळ मनोरंज करणारं विनोदी मार्मिक हँडल हलके पाटलांना नक्की फोलो करा
1160,-1,म्हणेल तेच बरोबर कळले ना गप बसायचे मला शिकवायचे व्यंग
1161,-1,हल्ली इमोजी शिवाय व्यंग कळत
1162,-1,प्रियंका चतुर्वेदी अमृता फडणवीस दोघींनीही देशाचं पंतप्रधान करा व्यंग
1163,-1,जाऊदे तुला व्यंग णाय कळणार त्यातला
1164,-1,६ डिसेंबर दादर मधील जमलेल्या गर्दीचा दाखला देऊन संपूर्ण दलित समुदायाला गलिच्छ फुकटे म्हणण्याचा राष्ट्रीय दिवस त्यात गुंडागर्दीवरून मुद्दा आरक्षणावर यायला वेळ लागतच आत्ता ग्रुपमध्ये दोघांवर व्यंग ची तोफ डागून आलोय
1165,1,शेजार्यांच्या घरातून येणार्या गाण्यांच्या आवाजाने चिडणार्या मला तेच गाणे ऐकून शांत वाटतंय
1166,-1,आम्ही स्वतः शेतकरी वर्गातील आहोत थोडं व्यंग बनलं अक्कल पाजळायला अता निघ भेंचोद चड्डीत रहा
1167,1,सगळ्यात व्यंग वर्षात सरकारमध्ये भले राजीनामे खिशात अस सांगतात म्हणजेच स्वत घेतलेल्या निर्णयांना तेच स्थगिती देत डोक्यावर पडले
1168,-1,मुलांना बरोबर बाहेर पहिला असतो त्यांना
1169,-1,परिस्थिती माणसाला घडवतेहिरे कोळशाच्या खाणीतून निघतात जास्त नका लोड घेऊ
1170,-1,तिने व्यंग ने म्हटले
1171,-1,व्यंग मार्मिक उपरोध समजून परिस्थिती मध्ये सुधारणा व्हावी
1172,-1,ट्वीटर वर आलो व्यंग शब्द ऐकुन काणात मरल्यागत झाल रनगाडे सर पुन्हा थ बोलेल मराठी ट्विटर चे आपले हक्काचे थरूर आणी इंग्रजी चे एकच गुरु पीटर दादांचे घनिष्ट प्रोफेसर बॅनर श
1173,1,अनुसार प्रत्येक दशकात आणी पिढीत मानवी बुध्यांकाची सरासरी वाढताना दिसत वाढलेले कुठे सापडतात कसे दिसतात सांगीतलेले फ्लीन यांनी
1174,-1,हर्षवर्धन अफाट भाषातज्ञ विरोधी पक्षनेते देवेंद्र फडणवीस यांचा त्यांनी सत्कार वैश्विक नेतृत्व व्यंग बातमीदार
1175,-1,अरे कंमेंट करणाऱ्या लोकांनी गंमत करत व्यंग
1176,1,दिवस अंघोळ करता रात्रंदिवस ब्रेकिंग न्यूज देऊन पत्रकारितेचा झेंडा मंगळावर फडकावणाऱ्या रश्मी पुराणिक खऱ्या
1177,-1,हल्ली लोकाना व्यंग सुद्धा कळेनासा झालाय
1178,-1,भलताच व्यंग आहेस मित्रा तू
1179,-1,स्मारकावर उभे राहुनशिक्षणाचे महत्त्व व्यंग
1180,-1,शेतकऱ्यांचे प्रश्न चुटकीसरशी सुटणार शेत मालाला भाव मिळणार सातबारा कोरा सरसकट कर्ज माफ शेतकऱ्यांचा कैवारी मायबाप पुन्हा सत्ता चालवणार विकास कामे वेगवान नोकऱ्यांचा पाऊस पडणार हो हिंदू सुरक्षित हीच वेळ
1181,1,फडणवीसांचं राज्याच्या राजकीय पटलावरचं करिअरच मुळात सिंचन घोटाळ्याच्या जीवावर झालं सिंचन घोटाळ्याचे प्रमुख आरोपी अजितदादा फडणवीस मुख्यमंत्री अजितदादा उपमुख्यमंत्री
1182,1,फडणवीस दादाचा पहाटेचा शपथविधी मीच पार पाडला पक्ष पवार साहेबासोबतच जोपर्यंत साहेब त्यांचे शेवटचे पत्ते ओपन करत नाहीत तोपर्यंत माझेपण पत्ते गुलदस्त्यातच
1183,-1,आजकल लोकांना करणे व्यंग कळतच अस झालय झालेत
1184,-1,बारभाईंचे कारस्थान रचण्यामागे हेच साडेतीन शहाणे ना मला नक्की संदर्भ आठवत नाहीयेत
1185,1,अजित पवार जो आमदार विरोधात जाईल त्यांच्या विरोधात पक्ष एकत्र होऊन निवडणूक लढवतील अजित पवार चं फुटले व्यंग
1186,1,नवीन स्थिर शासनासाठी महाराष्ट्राचे नवीन पप्पू मिळाल्याबद्दल शिवसैनिकांना मनःपूर्वक अभिनंदन व्यंग
1187,1,वाटसरू हेल्लो मला पत्ता सांगाल पुणेरी बदाम सत्ता
1188,-1,व्यंग साहेब माझी पाहून अंदाज लावायचा निदान
1189,-1,पुढच्या ‘समन्वय समितीच्या‘ बैठकीला राष्ट्रवादी काँग्रेस कडून आपण हजर असणार आहात सर तसे झाल्यास प्रश्न नक्कीच लवकर सुटेल महाराष्ट्राला पवार साहेबांच्या नेतृत्वात लोकप्रिय सरकार मिळेल
1190,1,कात्रज चौकातून पुढे आलं भारती विद्यापीठ जवळ नुकतंच पुन्हा झालं रस्ता नुकताच बनवला होताआता परत खोदून नवीन बनवत आहेकशासाठी कोणालाच माहीत
1191,1,माझ्यामते शिवसेना काश्मीरमध्ये बरोबर जाईल व्यंग
1192,-1,काकू याला व्यंग म्हणतात नव्हे गटारातून बाहेर
1193,-1,साहेब तुम्ही सुद्धा शिकले व्यंग हळू हळू
1194,-1,व्यंग हिटलर कोण आम्हाला माहित बोक्याचा कुत्रा भटका आत्मा मुम्ब्राचा
1195,1,शिवसेनेचा एकेकाळचा लाडका मुख्यमंत्री सेनेचाच मुख्यमंत्री होऊ नये प्रयत्न करणार
1196,1,शेतकऱ्यांचे प्रश्न चुटकीसरशी सुटणार शेत मालाला भाव मिळणार सातबारा कोरा सरसकट कर्ज माफ शेतकऱ्यांचा कैवारी मायबाप पुन्हा सत्ता चालवणार धरणे उन्हाळ्यात भरणार भ्रष्टाचाराचा समूळ नायनाट हो हिंदू सुरक्षित हीच वेळ
1197,-1,अरे महाराष्ट्राची राजकीय स्थिती आहेमला वाटलेलं प्राणीसेवा वैगेरे वैगरे व्यंग
1198,-1,तू मास्तर मॉर्निंग वॉक मधलं व्यंग समजला
1199,-1,राऊत
1200,-1,व्यंग शब्द अमेरिकेतुन तिथं काळे गोरेंचा वाद होतात गोरे काळ्याना चिडवत असत चिडवण म्हणजेच व्यंग शब्द रूढ मुळात जो दिला समजला नसेल
1201,-1,आपण कलाकार आपणास व्यंग ट्विट पचले याचे आश्चर्य वाटते असो टीप इतका काळा ढेकळात पडल्यावर हसल्याशिवाय सापडत
1202,-1,व्यंग ज्यांची स्वतःचीच फाटलेली असते तेच लोक जास्त दुसऱ्यांची फाटलेली दाखवून हसतात
1203,1,आजचे हवामान खिडकी ऊघडली पाऊस अन् टि व्ही लावला राऊत जी व्यंग हेनाहीतर मनावर घ्याल
1204,-1,संदर्भ त्यातील व्यंग कळून घेतल्या स माझे ट्विट कळेल
1205,-1,लोकं व्यंग बघून करत असते आत्तापर्यंत कुठल्या कुठे पोचलो असतो रे
1206,-1,तेच फायद्यात चाललेला धंदा बंद टाळा ठोकत व्यंग घेत माहीत तोट्यात चालणारे धंदे आर्थिक त्रुटीमुळे बंद करणे सामान्य कारण
1207,-1,मराठी भाषा भाषेतील उपहास अर्थात व्यंग समजायला अक्कल योग्य समज लागते एकाही मराठी वृत्तवाहिन्यांच्या सुमार वार्ताहार टुकार संपादकांकडे
1208,-1,मराठी भाषा भाषेतील उपहास अर्थात व्यंग समजायला अक्कल योग्य समज लागते एकाही मराठी वृत्तवाहिन्यांच्या सुमार वार्ताहार टुकार संपादकांकडे उघड सत्य खिक्
1209,-1,ह्याला म्हणतात इंग्रजी मध्ये व्यंग विधान सभा मतदारसंघांमधील जातीची टक्केवारी दाखवून टिप्पणी करणे जातीयवाद
1210,-1,अहम ब्रहम्मस्मि
1211,-1,व्यंग महिला सांसद खुद ये जिम्मेदारी निभा रही है साम दाम दंड भेद
1212,-1,होळक्या ब्याट्या व्यंग लॉजिक असतील जीव देते
1213,-1,सॉरी आई एम ठरकी
1214,1,लोक जाऊन वोट त्यांना देताना जे मराठीला मराठी लोकांना डावलतात पडलं किंवा कोठे ह्यांच आडलं मग ह्यांना राज ठाकरे आठवतात व्यंग
1215,-1,दादा नक्की व्यंग माहित माणुस स्वताच सगळे करतोय तसपण वामपंथी करणार
1216,-1,समजून घ्या
1217,-1,शुभसंध्या जय श्रीराम
1218,-1,ताईंना व्यंग कळला ताईंनीच मला ब्लॉक केलं
1219,1,तुम्ही अशा किती लोकांना ओळखता जे एके काळी तुम्हांला वेडा समजायचे तुम्ही त्यांच्या किती जवळचे सांगत फिरत असतात
1220,-1,भोकात जाते घालून देवू
1221,-1,झाडांच्या कत्तली शाळाकॉलेजच्या मुलांना जेलमध्ये टाकून लागू एकाच रात्रीतील प्रगती पहिली सगळ्यांनी म्हणतोस मग जेवढं राहिलंय तेवढं टिकवण्यासाठी प्रयत्न कर व्यंग एवढा कळत असताना अक्षय कंपनीचे
1222,-1,कपार फोरउअल
1223,-1,मित्रामला एवढं कळतं विरोध साठी नाहीच तुला व्यंग कळतो ज्यांना प्रगती माणसांच्या जीवापेक्षा झाडं महत्त्वाची वाटतात त्यांना उद्देशून बच्चन अक्षयचं ट्विट वजा विडियो पाहिलास आक्षेपार्ह बोलले
1224,-1,व्यंग व्यंग्य नावाची गोष्ट असते
1225,-1,बघा राजू सरसुद्धा बोल्ले त्यांना त्रास होतोय सरांचा व्यंग
1226,-1,तुम्हाला माझ्या सारख्या सामान्य माणसाचा व्यंग समजला स्वातंत्रवीर समजलेराहू द्या
1227,1,बारा महिने अठरा काळ हिंदू धर्मातील रूढी परंपरेच्या सणांच्या नावाने शिमगा करणाऱ्या फुरो टूर्रोरोगामी महाराष्ट्रात पितृपक्षामुळे कुठल्याही पक्षाने आपले उमेदवार घोषित केलेले नाहीत व्यंग
1228,-1,अभिदा ओळीने ९९ मग ३५ मग ३० असं असायला हवंइथे जवळपास सगळंच २७
1229,-1,त्यांना तुमचा व्यंग बहुदा कळत नसावा
1230,1,हिरवा निळा पिवळा सगळ्या रंगाच्या नोटा आल्या आजून काळ्या रंगाचा पैसा
1231,-1,देशातले मुख्य मुद्दे बाजूला सारुन हांजीहांजी करणाऱ्या तथाकथित सैनिकांना अचानक अंजना ओम कश्यपची दलाल पत्रकारिता दिसत लाज वाटूद्या स्वतःची
1232,1,विचारांची लढाई विचारांनी लढावी अस म्हणणारे च गरजेनुसार सोयीस्कर पणे सावरकरांचे विचार कोणत्याही प्रकारचा अभ्यास करता नाकारतातअन सरसकट दूषणं लावून रिकामे होतात
1233,-1,यार तुम्हाला व्यंग समजत राव
1234,-1,अहो तुमचा व्यंग दाखवताना खरी बातमी घ्या इतराना चे ग्यान देता तुमची ह्या विद्यापिठातून डॉक्टरेटच झलेली दिसते अरे कोण होतास तू झालास तू बा परमेश्वरा कुबेरांसारख्यांची खर्या पत्रकारिते प्रती रती वाढो हेच तुझ्याकडे मागणे
1235,1,फिल्मसिटी मध्ये गटाराचा सेट लावतायत म्हणे गटार सफाई कर्मचाऱ्यांचे दुःख जाणून घ्यायला कुणी आलंच गैरसोय व्हायला नको म्हणे व्यंग
1236,-1,अरे येडपटा तुला व्यंग कळत मूर्खांचा बाजार
1237,1,ज्या पवार कुटुंबीयांने ‘जंगल’ नष्ट ‘लवासाचा’ घाट घातला पुर्णत्वास नेलाते तील वृक्षतोडीला विरोध करताहेतजी जंगल क्लासीफाईडपण नाहीकुठून आणतात इतका निर्लज्जपणाबारामतीचा बाजारात मिळतो व्यंग
1238,-1,बेस्ट ऑफ लक
1239,-1,सर व्यंग दिसला ट्विटमध्ये तुम्हाला
1240,-1,अवजड शब्दात अवघड ज्ञान पाजळणारे सोनियाचा दिनूवाले पांचट जोक मारणारे लोकांना व्यंग च कळत असं सतत म्हणणारे हेहे एक्स्पर्ट आगलावे आमचे जेष्ठ बंधू संघीसाधु ह्यांना वाढदिवसाच्या हार्दिक शुभेच्छा
1241,-1,कमेंटमध्ये व्यंग समजून सांगू
1242,-1,इथे बऱ्याच लोकांना व्यंग कळत म्हाराज त्यात माझी चूक
1243,-1,बोलेल व्यंग करत होतो ह्या देशात व्यक्ती स्वतंत्रता नाहीये वगैरे वगैरे त्याला सांगावं त्यावर विरोध करण्याचा हक्क आमच्याकडे
1244,-1,अरे सांगू तुला आजकाल काँग्रेस वगैरे समर्थकांचे ट्विट्स मला व्यंग वाटतात येते
1245,-1,ज्यांना व्यंग कळंत त्यांनी आधी सोडावं
1246,-1,हेच ऐकायचं होतं त्रास होतो ना लोकांना व्यंग कळत तेंव्हा
1247,-1,हो खरंय फॅन्स ला प्रि वेडिंग च ना तशी मिळणार तेवढंच समाधान फॅन्स ला व्यंग
1248,-1,जुने विडिओ लेट्सत दाखवता धार्मिक तुष्टीकरण करणाऱ्या एकांगी बातम्या देता तुमचे विकाऊ लिबरल पत्रकार संपादक तत्वावर बातम्या तयार करता वरती स्वतःला सत्य निरपेक्ष म्हणवित
1249,-1,मला तुमचा व्यंग टोमणा इतका आवडला ना सायन्स गुरुत्वाकर्षणउलटे वाहणारे पाणी कठीण विषय सोप्प्या पद्धतीने हाणून हाणून समजवला तुम्ही
1250,-1,शेफाली बाईंना व्यंग मध्ये जागतिक पातळीवर पुरस्कृत करावयास हवे
1251,-1,व्यंग असत
1252,-1,नागपंचमीच्या नागांना शुभेच्छा तुमच्यामुळे खरी लोकं कळली धन्यवाद व्यंग
1253,-1,व्यंग त्याने कॉम्प्लिमेंट घेतलंय
1254,-1,विचित्र
1255,-1,काहीही केलं फरक पडत शेवटी मरायचंच जितकं सत्य तितकंच काहीही करता जगणं शक्य हेही खरं निराशा शास्वत जरी असली आनंदही चिरकाल विसरून चालत
1256,1,गल्ली तलं कोणी बारीक पोरं चुकून जरी दादा ऐवजी काका बोल्लं फुगून बसणरे च्या नादात म्हातारा बनून बसलेय
1257,-1,जेव्हा बिग बॉस नियमभंगाबद्दल बोलतात
1258,-1,यशस्वी भव
1259,-1,आई घाले साले कसला नशा बातम्या लिहितात देवास ठाऊक
1260,-1,मुलगी जिवानिशी गेलीय हि बाई माणसाच्या फालतूच्या वक्तव्याचा राग मनात ठेऊन अशा गोष्टीवर व्यंग करतीय
1261,1,मग येतात पुणेकर आडनावाचे पुण्याबाहेर राहणारे लोक
1262,-1,कदाचीत तुम्ही टोमणा सुध्दा लिहीले असेल असं सध्या चा बहुमताचा माज विरोधकांची पोकळी बघतां राज्यकर्ते आणी नेतेमंडळी ह्यांचे मेंदू इतके जडावले तुमचा ट्विट कौतुक मिरवतील
1263,-1,उपरोधिकता व्यंग हिला च घ्यायचं असतं आवडलं सोडून द्यायचं असतं
1264,-1,आव्हाडांचं व्यंग बोलणं बहुदा समजलेलं दिसत
1265,-1,मुळचे पुणेकर असावेत
1266,1,बिचुकले झाल्यावर पैसे दान करु आपण व्यंग साठी बिचूकले ला अटक
1267,-1,अरे अरे लै भारी होतं
1268,1,कधी कधी असं वाटतं व्हॉटसअपवर फेसबुकवर फक्त स्टेटस बघणारी लोकं रस्त्यावर मदाऱ्याचा खेळ बघणाऱ्या की‌ खुदाई बघणाऱ्या लोकांपेक्षा फार वेगळी नाहीयेत वेळ भरपूर असतो बोलण्यासाठी फक्त ऑनलाईन राहायचं बघायचं
1269,-1,सध्याची सातारा भाजपची परिस्थिती एकही आमदार सेनेचा आमदार बोलताना जपून बोला सातारा जिल्
1270,-1,लिहिलं आहेस तू कोण कस बोलेल तुझाशी
1271,-1,नुस्त्या पूर्वमोसमी पावसानेच फेसबुक वर कवितांचा चिखल झालाय अत्तराचे भाव शेर मार्केट पेक्षा जास्त वेगाने कोसळलेत व्यंग
1272,1,भारत चित्रपट बघून बाहेर पडलो शेजारी खोदकाम चालू होतं सांगा कुठं जास्त मजा असेल सांगा व्यंग
1273,-1,हाहाहा मला इथे व्यंग चा वास येतोय
1274,-1,उद्यापासून माझ्या पोष्टि होतील बरका फॅन्स ना अगदी नको नको सोडतात आम्हालाही पर्सनल लाईफ वगैरे जगू द्या व्यंग
1275,-1,अधिकारी बाईंनी केलेलं सदर वक्तव्य गांधी विचार विरोधकांना व्यंग टोमणा तसं स्पष्टीकरण त्यांनी देऊन झालं होतं आपण आपलं राजीनामा मागितला जबाबदारी संपली पद्धतीने विरोधकांनी शहानिशा करता चालत्या गाडीत चढून तोंड शेकून
1276,-1,ताई परंतु प्रथम वाचनात व्यंग वाटते त्यांची बाजू ऐकून नंतर निलंबन करावे आपला फॅन
1277,-1,सध्या देशातील इतक्या तणाव युक्त वातावरणात उपहासात्मक ट्विट करणं दिसतशेवटी त्यांनी बाबू हत्येची तारीख गोडसे ला म्हंटले वाहहहम्हणे
1278,-1,कट्टर गांधी भक्त आहेमलाही तुमच्यासारखं संताप तिचापण तिचे नीट वाचा प्रज्ञा ठाकूर चे गोडसे वक्तव्य त्याच दिवशी तिने रागाने उपहासात्मक कध
1279,-1,प्रज्ञा सिंग ठाकूर यांच्या गोडसे बद्दलच्या वक्तव्यानंतर व्यंग उपहासात्मक केलेलं निधी चौधरी उत्तम अधिकारी
1280,-1,साहेब यांचे ट्विट ‘उपरोधिक’ भावातून त्यांच्या टाईमलाईनवर ‘स्पष्ट’ दिसतेय तुमच्यासारख्या ‘अनुभवी’ राजकारण्याकडून ‘उथळ’ प्रतिक्रिया आजिबात अपेक्षित नव्हती कदाचित तुमची मेडिया टीम ‘’ समजण्याइतकीसुद्धा परिपक्व
1281,-1,निधी चौधरी यांनी व्यंग मध्ये लिहिलं होतंउगाच त्यांना बदनाम करू नका
1282,-1,सर व्यंग उगाच बदनाम नका करू त्यांना
1283,-1,मराठी माणूस भैया नको भारतीय पोहचला आनंद हवा
1284,-1,ह्यांचे आकडे हत्तीच पोट हत्तीची शेपुट
1285,-1,लिबरलांचा गरुड घेऊनिया मोदीविरोध ट्विटांची फडफड उडनछू उडनछू उडनछू
1286,-1,तुला न्हाई कळायचं बे व्यंग तरटतट्टी माणसा
1287,-1,नरेंद्र मोदी
1288,-1,ज्या व्यक्तीने विश्वाची निर्मिती रडार डिजिटल कॅमेरा ईमेल च्या ज्ञानावर लोकं शंका घेताहेत
1289,1,जीवनात सगळं मिळालं ढग आल्यावर चल बसू म्हणणारे मित्रच मिळाले
1290,1,तोंड धडावर अन् चालली गडावर
1291,-1,यात कुठून आलं रे बाबा व्यंग
1292,-1,कसली व्यंग बारामती गेल्यानं पेटलाय
1293,-1,अरे सर असं ये निलंग्यात मजा घेताएत निलंग्यात पासून च असतील
1294,-1,व्यंग लिहिलं भावा त चिकन मिळतं कोल्ड कॉफी मनाला लावून नको घेऊ
1295,1,बोली जा बोलो ठीक मग नेतो वर तिने मला मारले कळले दाद द्या
1296,1,मॅडम तुम्हाला मराठीत बोलायला लाज वाटते कधी बघू तेव्हा हिंदी मध्ये ट्विट वरून म्हणायचे कि शिवाजी महाराजांच्या महाराष्ट्रातली हॅशटॅग आपली मुंबईची मुलगी व्यंग
1297,-1,फोटो पाहून माझी घरवापसी वाले बरोबर म्हणत
1298,-1,चे फॉरवर्ड कॉपी पेस्ट सुविचार तत्वज्ञान जास्त मारा असतो हिंदी इंग्लिश वाले ट्विट्स करायचे चेपायचे किती म्हणले खूप गट अगोदरच्या प्रस्थ लोक लोकांतच व्यंग दाद मिळत ना ला सगळ्यांनाच पाहिजेत
1299,-1,गोष्टी प्रामुख्याने जाणवतात राजकीय टिका टोमणे कार्यकर्त्याना सहन दुसरं व्यंग खुप लोकांना समजतं जसं ठिक ट्विटर समजायला कठिण एकदा कळल्यावर आवडायला लागतं
1300,-1,भाऊ व्यंग मंदसैनिकांवर
1301,-1,व्यंग सांगा मला तुमची पोस्ट कळली
1302,1,राम जन्मचा पुरावा मागणार्या कोर्टाला रामनवमीची सुट्टी एप्रिलला
1303,-1,त्यांची ट्विट व्यंग वाटत
1304,-1,त्यांनी वर्ष माती आम्ही करतो वर्ष द्याउदार जनता देईलही त्यासाठी बिनबुडाचे पोकळ जाहीरनामे कशाला हवेत व्यंग
1305,1,मध्ये चीनचे सभासदत्व जवाहरलाल नेहरूंची भारताला दिलेली भेट भारताविरुद्ध वापर चीनने वेळोवेळी मसूद अजहर विरुद्ध ठरावाला विरोध चीनने परत पांग फेडले त्याच महान आत्म्याचा नातू केंद्र सरकारला राष्ट्रीय सुरक्षेवरून लक्ष करतो
1306,-1,ठीक नरेंद्र मोदी नकोत मग कोण राहुल गांधी व्यंग
